model,n,positive_rate,threshold,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,average_precision,log_loss,brier_score,tn,fp,fn,tp
logistic_regression,1500,0.15,0.21000000000000002,0.6706666666666666,0.7898039215686274,0.30813124108416545,0.96,0.46652267818574517,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,790,485,9,216
logistic_regression,1500,0.15,0.22,0.676,0.7911111111111111,0.3111432706222865,0.9555555555555556,0.46943231441048033,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,799,476,10,215
logistic_regression,1500,0.15,0.23,0.682,0.794640522875817,0.3152492668621701,0.9555555555555556,0.474090407938258,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,808,467,10,215
logistic_regression,1500,0.15,0.24000000000000002,0.6886666666666666,0.7967320261437909,0.3194029850746269,0.9511111111111111,0.4782122905027933,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,819,456,11,214
logistic_regression,1500,0.15,0.25,0.694,0.7943790849673202,0.32164634146341464,0.9377777777777778,0.4790011350737798,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,830,445,14,211
logistic_regression,1500,0.15,0.26,0.7006666666666667,0.7983006535947712,0.326625386996904,0.9377777777777778,0.4845005740528129,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,840,435,14,211
logistic_regression,1500,0.15,0.27,0.7073333333333334,0.798562091503268,0.33069620253164556,0.9288888888888889,0.48774795799299886,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,852,423,16,209
logistic_regression,1500,0.15,0.28,0.7113333333333334,0.7935947712418301,0.33171521035598706,0.9111111111111111,0.4863582443653618,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,862,413,20,205
logistic_regression,1500,0.15,0.29000000000000004,0.7166666666666667,0.7949019607843137,0.3355263157894737,0.9066666666666666,0.4897959183673469,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,871,404,21,204
logistic_regression,1500,0.15,0.30000000000000004,0.72,0.7968627450980392,0.3383084577114428,0.9066666666666666,0.4927536231884058,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,876,399,21,204
logistic_regression,1500,0.15,0.31,0.7266666666666667,0.798954248366013,0.34348561759729274,0.9022222222222223,0.49754901960784315,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,887,388,22,203
logistic_regression,1500,0.15,0.32,0.7353333333333333,0.8040522875816993,0.35121107266435986,0.9022222222222223,0.5056039850560399,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,900,375,22,203
logistic_regression,1500,0.15,0.33,0.7393333333333333,0.8045751633986928,0.3543859649122807,0.8977777777777778,0.5081761006289308,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,907,368,23,202
logistic_regression,1500,0.15,0.33999999999999997,0.7413333333333333,0.803921568627451,0.35575221238938054,0.8933333333333333,0.5088607594936709,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,911,364,24,201
logistic_regression,1500,0.15,0.35,0.744,0.8036601307189541,0.35778175313059035,0.8888888888888888,0.5102040816326531,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,916,359,25,200
logistic_regression,1500,0.15,0.36,0.7506666666666667,0.8057516339869282,0.36380255941499084,0.8844444444444445,0.5155440414507773,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,927,348,26,199
logistic_regression,1500,0.15,0.37,0.7513333333333333,0.8043137254901961,0.3639705882352941,0.88,0.5149544863459038,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,929,346,27,198
logistic_regression,1500,0.15,0.38,0.7586666666666667,0.8086274509803921,0.3714821763602251,0.88,0.5224274406332454,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,940,335,27,198
logistic_regression,1500,0.15,0.39,0.7626666666666667,0.8109803921568628,0.3757115749525617,0.88,0.526595744680851,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,946,329,27,198
logistic_regression,1500,0.15,0.4,0.77,0.8152941176470588,0.38372093023255816,0.88,0.5344129554655871,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,957,318,27,198
logistic_regression,1500,0.15,0.41000000000000003,0.7766666666666666,0.8173856209150326,0.39087301587301587,0.8755555555555555,0.5404663923182441,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,968,307,28,197
logistic_regression,1500,0.15,0.42000000000000004,0.7786666666666666,0.8149019607843138,0.39235412474849096,0.8666666666666667,0.5401662049861495,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,973,302,30,195
logistic_regression,1500,0.15,0.43000000000000005,0.7873333333333333,0.8181699346405229,0.4024896265560166,0.8622222222222222,0.5487977369165488,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,987,288,31,194
logistic_regression,1500,0.15,0.44000000000000006,0.7913333333333333,0.8205228758169935,0.40756302521008403,0.8622222222222222,0.5534950071326676,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,993,282,31,194
logistic_regression,1500,0.15,0.45000000000000007,0.7926666666666666,0.8194771241830066,0.4088983050847458,0.8577777777777778,0.5538020086083214,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,996,279,32,193
logistic_regression,1500,0.15,0.45999999999999996,0.7966666666666666,0.8200000000000001,0.41379310344827586,0.8533333333333334,0.5573294629898403,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,1003,272,33,192
logistic_regression,1500,0.15,0.47,0.7986666666666666,0.8193464052287582,0.41612200435729846,0.8488888888888889,0.5584795321637427,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,1007,268,34,191
logistic_regression,1500,0.15,0.48,0.802,0.8194771241830066,0.42035398230088494,0.8444444444444444,0.5612998522895125,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,1013,262,35,190
logistic_regression,1500,0.15,0.49,0.8053333333333333,0.8196078431372549,0.4247191011235955,0.84,0.564179104477612,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,1019,256,36,189
logistic_regression,1500,0.15,0.5,0.8073333333333333,0.818954248366013,0.42727272727272725,0.8355555555555556,0.5654135338345865,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,1023,252,37,188
logistic_regression,1500,0.15,0.51,0.812,0.8216993464052288,0.4341801385681293,0.8355555555555556,0.5714285714285714,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,1030,245,37,188
logistic_regression,1500,0.15,0.52,0.8173333333333334,0.8248366013071895,0.4423529411764706,0.8355555555555556,0.5784615384615385,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,1038,237,37,188
logistic_regression,1500,0.15,0.53,0.822,0.8257516339869282,0.4495192307692308,0.8311111111111111,0.5834633385335414,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,1046,229,38,187
logistic_regression,1500,0.15,0.54,0.8246666666666667,0.8200000000000001,0.452970297029703,0.8133333333333334,0.5818759936406995,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,1054,221,42,183
logistic_regression,1500,0.15,0.55,0.8293333333333334,0.8135947712418301,0.4599483204134367,0.7911111111111111,0.5816993464052288,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,1066,209,47,178
logistic_regression,1500,0.15,0.56,0.8313333333333334,0.809281045751634,0.46296296296296297,0.7777777777777778,0.5804311774461028,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,1072,203,50,175
logistic_regression,1500,0.15,0.5700000000000001,0.832,0.8060130718954248,0.46380697050938335,0.7688888888888888,0.5785953177257525,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,1075,200,52,173
logistic_regression,1500,0.15,0.58,0.836,0.8065359477124183,0.4712328767123288,0.7644444444444445,0.5830508474576271,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,1082,193,53,172
logistic_regression,1500,0.15,0.59,0.8373333333333334,0.8054901960784313,0.47368421052631576,0.76,0.5836177474402731,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,1085,190,54,171
logistic_regression,1500,0.15,0.6,0.8433333333333334,0.8071895424836601,0.4857142857142857,0.7555555555555555,0.591304347826087,0.9010579520697168,0.6548573081248417,0.394057721771517,0.12978688037836733,1095,180,55,170
